Name,Nationality,Overall,Club,Value,Position
D. Peralta,Colombia,72,Once Caldas,€1.3M,RCB
J. Nieto,Colombia,72,Once Caldas,€4.1M,RCM
D. Dwyer,United States,72,Orlando City SC,€3.3M,ST
M. Makola,South Africa,72,Orlando Pirates,€2.4M,LCM
A. Mobara,South Africa,72,Orlando Pirates,€3.5M,RB
Nuno Coelho,Portugal,72,Os Belenenses,€2.3M,CDM
Gonçalo Silva,Portugal,72,Os Belenenses,€3M,LCB
J. Barreiro,Colombia,72,Pachuca,€3.9M,CB
H. Aleesami,Norway,72,Palermo,€2.6M,LB
A. Struna,Slovenia,72,Palermo,€2.9M,RCB
C. Falletti,Uruguay,72,Palermo,€3.9M,RF
S. Dioudis,Greece,72,Panathinaikos FC,€2.8M,GK
E. Insúa,Argentina,72,Panathinaikos FC,€2.9M,LB
M. Johansson,Sweden,72,Panathinaikos FC,€3.2M,RB
A. Warda,Egypt,72,PAOK,€3.9M,RM
D. Limnios,Greece,72,PAOK,€4.6M,RM
N. Karelis,Greece,72,PAOK,€3.9M,ST
Jonas Damasto,Brazil,72,Paraná,€875K,LB
J. Dezi,Italy,72,Parma,€3.7M,CM
M. Sprocati,Italy,72,Parma,€3.9M,LW
F. Ceravolo,Italy,72,Parma,€2.8M,ST
F. Melchiorri,Italy,72,Perugia,€2.8M,LS
G. Brugman,Uruguay,72,Pescara,€3.7M,CM
Jubal,Brazil,72,Portimonense SC,€3.4M,CB
Dener,Brazil,72,Portimonense SC,€3.7M,CM
Rúben Fernandes,Portugal,72,Portimonense SC,€1.8M,LCB
Bruno Tabata,Brazil,72,Portimonense SC,€4.8M,RW
D. Guzman,Costa Rica,72,Portland Timbers,€2.8M,CM
L. Mabiala,DR Congo,72,Portland Timbers,€2.3M,RCB
C. Robinson,Republic of Ireland,72,Preston North End,€4.6M,LM
D. Malen,Netherlands,72,PSV,€5M,LW
Àngel Rangel,Spain,72,Queens Park Rangers,€675K,RB
J. Güemez,Mexico,72,Querétaro,€3M,CM
D. Villalva,Argentina,72,Querétaro,€3.7M,RW
L. Sigali,Argentina,72,Racing Club,€2.1M,RCB
M. Zaracho,Argentina,72,Racing Club,€6M,RM
G. Gillet,Belgium,72,Racing Club de Lens,€950K,CDM
G. McAuley,Northern Ireland,72,Rangers FC,€425K,CB
W. Foderingham,England,72,Rangers FC,€2.6M,GK
J. Murphy,Scotland,72,Rangers FC,€3.1M,LW
K. Lafferty,Northern Ireland,72,Rangers FC,€3M,ST
Elustondo,Spain,72,Rayo Vallecano,€2.7M,CM
Tito,Spain,72,Rayo Vallecano,€1.7M,RB
L. Carole,France,72,RC Strasbourg Alsace,€2.9M,LWB
B. Corgnet,France,72,RC Strasbourg Alsace,€2.7M,RM
L. Mothiba,South Africa,72,RC Strasbourg Alsace,€4.9M,ST
Nuno da Costa,Cape Verde,72,RC Strasbourg Alsace,€3.6M,ST
Salva Sevilla,Spain,72,RCD Mallorca,€1.5M,LCM
M. Barrow,Gambia,72,Reading,€3.7M,LW
O. Alanís,Mexico,72,Real Oviedo,€2.4M,CB
Joselu,Spain,72,Real Oviedo,€3.6M,ST
J. Savarino,Venezuela,72,Real Salt Lake,€5M,RW
Jon Bautista,Spain,72,Real Sociedad,€4.3M,ST
Canella,Spain,72,Real Sporting de Gijón,€2.2M,LB
J. Babin,France,72,Real Sporting de Gijón,€2.1M,LCB
I. Cofie,Ghana,72,Real Sporting de Gijón,€3.6M,RDM
Luismi,Spain,72,Real Valladolid CF,€3.4M,CDM
D. Verde,Italy,72,Real Valladolid CF,€5M,LW
Kiko Olivas,Spain,72,Real Valladolid CF,€2.4M,RCB
L. Suárez,Argentina,72,Real Valladolid CF,€4.6M,RM
D. ?op,Croatia,72,Real Valladolid CF,€3.2M,ST
Guitián,Spain,72,Real Zaragoza,€3M,CB
Jorge Pombo,Spain,72,Real Zaragoza,€4.4M,RS
Álvaro,Spain,72,Real Zaragoza,€3.6M,ST
João Schmidt,Brazil,72,Rio Ave FC,€3.9M,LCM
Gelson Dala,Angola,72,Rio Ave FC,€5M,ST
N. De la Cruz,Uruguay,72,River Plate,€4.4M,CAM
L. Lollo,Argentina,72,River Plate,€2.1M,CB
J. Fernández,Argentina,72,Rosario Central,€2.9M,LM
S. Adegbenro,Nigeria,72,Rosenborg BK,€4.6M,LW
N. Bendtner,Denmark,72,Rosenborg BK,€3M,ST
S. Juklerød,Norway,72,Royal Antwerp FC,€3.5M,LB
W. Owusu,Ghana,72,Royal Antwerp FC,€3.2M,ST
A. Mili?,Croatia,72,RSC Anderlecht,€3.5M,LB
A. Saelemaekers,Belgium,72,RSC Anderlecht,€5.5M,RB
P. Gerkens,Belgium,72,RSC Anderlecht,€4.2M,RF
V. Ibarbo,Colombia,72,Sagan Tosu,€3.2M,ST
Ronaldo Vieira,England,72,Sampdoria,€4M,CDM
V. Belec,Slovenia,72,Sampdoria,€2.6M,GK
N. Murru,Italy,72,Sampdoria,€3.5M,LB
V. Regini,Italy,72,Sampdoria,€2.6M,LB
J. Sala,Italy,72,Sampdoria,€3M,RB
F. Coloccini,Argentina,72,San Lorenzo de Almagro,€425K,CB
A. Rojas,Argentina,72,San Lorenzo de Almagro,€2.4M,LDM
A. Castro,Argentina,72,San Lorenzo de Almagro,€4.3M,LM
L. Ardente,Argentina,72,San Martín de San Juan,€425K,GK
T. Aoyama,Japan,72,Sanfrecce Hiroshima,€2.4M,CM
Bruno Lamas,Brazil,72,Santa Clara,€4.2M,CAM
Leordinho Paes,Brazil,72,Santos,€2.9M,LAM
Joshuando Sá,Brazil,72,Santos,€875K,LB
Sandelas Júnior,Brazil,72,Santos,€2.7M,LDM
S. Sensi,Italy,72,Sassuolo,€3.5M,CDM
F. Peluso,Italy,72,Sassuolo,€875K,LB
A. Matri,Italy,72,Sassuolo,€2M,ST
M. Trotta,Italy,72,Sassuolo,€3.9M,ST
Ricardo Ryller,Brazil,72,SC Braga,€4.1M,CM
Murilo,Brazil,72,SC Braga,€4.3M,RM
N. Höfler,Germany,72,SC Freiburg,€2.5M,CDM
M. Flekken,Netherlands,72,SC Freiburg,€2.8M,GK
R. Koch,Germany,72,SC Freiburg,€4M,LDM
R. Sallai,Hungary,72,SC Freiburg,€4.6M,LW
P. Stenzel,Germany,72,SC Freiburg,€3.5M,RB
L. Höler,Germany,72,SC Freiburg,€4M,ST
Jorge Miramón,Spain,72,SD Huesca,€2.4M,RB
S. Longo,Italy,72,SD Huesca,€3.8M,ST
S. Frei,United States,72,Seattle Sounders FC,€1.8M,GK
C. Marshall,United States,72,Seattle Sounders FC,€1.3M,LCB
Wellington Nem,Brazil,72,Shakhtar Donetsk,€3.8M,CAM
Maycon,Brazil,72,Shakhtar Donetsk,€5.5M,CAM
D. Khocholava,Georgia,72,Shakhtar Donetsk,€3.3M,CB
M. Malyshev,Ukraine,72,Shakhtar Donetsk,€3.6M,CDM
Hao Junmin,China PR,72,Shandong Luneng TaiShan FC,€2.7M,LCM
J. Egan,Republic of Ireland,72,Sheffield United,€3.5M,CB
D. Henderson,England,72,Sheffield United,€4.2M,GK
E. Stevens,Republic of Ireland,72,Sheffield United,€2.6M,LWB
C. Basham,England,72,Sheffield United,€2.4M,RCB
S. Hutchinson,England,72,Sheffield Wednesday,€2.5M,CDM
T. Lees,England,72,Sheffield Wednesday,€2.9M,RCB
Douglas,Brazil,72,Shimizu S-Pulse,€3M,LS
Jorge Teixeira,Portugal,72,Sint-Truidense VV,€2.1M,CB
D. Kamada,Japan,72,Sint-Truidense VV,€4.5M,CF
D. N'Dinga,Congo,72,Sivasspor,€2.3M,CDM
Douglas,Brazil,72,Sivasspor,€2.6M,RB
C. Medjani,Algeria,72,Sivasspor,€1.3M,RDM
M. Demir,Turkey,72,Sivasspor,€3.8M,ST
C. Knasmüllner,Austria,72,SK Rapid Wien,€3.9M,CAM
R. Strebinger,Austria,72,SK Rapid Wien,€2.9M,GK
J. Jugas,Czech Republic,72,SK Slavia Praha,€3.3M,CB
J. Zmrhal,Czech Republic,72,SK Slavia Praha,€3.9M,LM
P. Olayinka,Nigeria,72,SK Slavia Praha,€4.4M,LM
D. Maresic,Austria,72,SK Sturm Graz,€4.5M,LCB
João Félix,Portugal,72,SL Benfica,€6.5M,LW
Thiago Cionek,Poland,72,SPAL,€1.8M,RCB
L. Štetina,Slovakia,72,Sparta Praha,€3.1M,CB
T. Ben Haim,Israel,72,Sparta Praha,€3.1M,LM
O. Zahustel,Czech Republic,72,Sparta Praha,€2.9M,RB
D. Kombarov,Russia,72,Spartak Moscow,€2M,LB
E. Lamanna,Italy,72,Spezia,€2.6M,GK
C. Terzi,Italy,72,Spezia,€950K,RCB
Alexandre Frandeira,Brazil,72,Sport Club do Recife,€2.3M,LCB
Vieiraldo Junior,Brazil,72,Sport Club do Recife,€2.7M,LDM
Jairinhazo,Brazil,72,Sport Club do Recife,€2.9M,RAM
Walter Silvieiro,Brazil,72,Sport Club do Recife,€3.4M,ST
L. Agbenyenu,Ghana,72,Sporting CP,€3.9M,LB
G. Angella,Italy,72,Sporting de Charleroi,€2.4M,CB
Martos,Spain,72,Sporting de Charleroi,€950K,LCB
D. Dessoleil,Belgium,72,Sporting de Charleroi,€3.3M,RCB
G. Zusi,United States,72,Sporting Kansas City,€2M,RB
R. Espinoza,Honduras,72,Sporting Kansas City,€2.7M,RCM
J. Russell,Scotland,72,Sporting Kansas City,€3.1M,RW
J. Filipovi?,Croatia,72,Sporting Lokeren,€3.3M,RCB
G. Charbonnier,France,72,Stade Brestois 29,€3.1M,ST
Y. Abdelhamid,Morocco,72,Stade de Reims,€2.3M,LCB
R. Métanire,Madagascar,72,Stade de Reims,€2.5M,RB
S. Khaoui,Tunisia,72,Stade Malherbe Caen,€4.1M,CAM
I. Diomandé,Ivory Coast,72,Stade Malherbe Caen,€3.5M,CDM
Y. Bammou,Morocco,72,Stade Malherbe Caen,€3.7M,ST
R. Danzé,France,72,Stade Rennais FC,€2M,RB
S. Bastien,Belgium,72,Standard de Liège,€4.8M,CAM
M. Kosanovi?,Serbia,72,Standard de Liège,€2.8M,CB
R. Woods,England,72,Stoke City,€3.5M,CDM
A. Federici,Australia,72,Stoke City,€1.6M,GK
P. Crouch,England,72,Stoke City,€1.1M,ST
B. Afobe,DR Congo,72,Stoke City,€4.1M,ST
E. Andersen,Norway,72,Strømsgodset IF,€3.7M,LM
Yeom Ki Hun,Korea Republic,72,Suwon Samsung Bluewings,€1.4M,ST
P. Klingmann,Germany,72,SV Sandhausen,€2.2M,RB
D. Linsmayer,Germany,72,SV Sandhausen,€3.1M,RDM
L. Caldirola,Italy,72,SV Werder Bremen,€2.6M,CB
A. Jóhannsson,United States,72,SV Werder Bremen,€3.3M,ST
T. Carroll,England,72,Swansea City,€3.7M,CM
E. Mulder,Netherlands,72,Swansea City,€2.4M,GK
K. Nordfeldt,Sweden,72,Swansea City,€2.5M,GK
P. Gallese,Peru,72,Tiburones Rojos de Veracruz,€2.5M,GK
B. Carrasco,Chile,72,Tiburones Rojos de Veracruz,€3.3M,RM
C. Menéndez,Argentina,72,Tiburones Rojos de Veracruz,€3M,ST
J. Torres Nilo,Mexico,72,Tigres U.A.N.L.,€2.2M,LCB
C. Mavinga,DR Congo,72,Toronto FC,€2.9M,LCB
J. Foyth,Argentina,72,Tottenham Hotspur,€5.5M,CB
M. Goicoechea,Uruguay,72,Toulouse Football Club,€2M,GK
F. Moubandje,Switzerland,72,Toulouse Football Club,€2.5M,LB
C. Jullien,France,72,Toulouse Football Club,€3.4M,LCB
Y. Cahuzac,France,72,Toulouse Football Club,€1.3M,LDM
S. Yago,Burkina Faso,72,Toulouse Football Club,€3.4M,RB
S. Moreira,France,72,Toulouse Football Club,€3.6M,RB
C. Jean,France,72,Toulouse Football Club,€4.2M,RM
A. Ömür,Turkey,72,Trabzonspor,€4.2M,RM
M. Rodríguez,Chile,72,U.N.A.M.,€4.3M,LM
René,Spain,72,UD Almería,€1.3M,GK
David García,Spain,72,UD Las Palmas,€425K,RCB
S. Scuffet,Italy,72,Udinese,€3.8M,GK
J. Bottinelli,Argentina,72,Unión de Santa Fe,€1.3M,LCB
R. Gómez,Argentina,72,Unión de Santa Fe,€3.9M,LM
D. Zabala,Uruguay,72,Unión de Santa Fe,€3.3M,RM
L. Aued,Argentina,72,Universidad Católica,€2.7M,LCM
G. Lanaro,Argentina,72,Universidad Católica,€1.8M,RCB
S. Sáez,Argentina,72,Universidad Católica,€2M,ST
A. Henríquez,Chile,72,Universidad de Chile,€4M,ST
S. Koroki,Japan,72,Urawa Red Diamonds,€2.8M,LS
M. Castagnetti,Italy,72,US Cremonese,€3.1M,CM
Claiton,Brazil,72,US Cremonese,€1.3M,LCB
D. Di Gennaro,Italy,72,US Salernitana 1919,€2.9M,CM
J. Akpa Akpro,Ivory Coast,72,US Salernitana 1919,€3.8M,RCM
A. Ghazal,Egypt,72,Vancouver Whitecaps FC,€3.2M,CDM
Felipe,Brazil,72,Vancouver Whitecaps FC,€3.2M,RCM
A. Davies,Canada,72,Vancouver Whitecaps FC,€6M,RM
G. Giménez,Argentina,72,Vélez Sarsfield,€3.6M,RCM
A. Bouzat,Argentina,72,Vélez Sarsfield,€4.3M,RW
Danilo,Brazil,72,VfL Bochum 1848,€3M,LB
S. Sam,Germany,72,VfL Bochum 1848,€2.9M,LM
S. Jung,Germany,72,VfL Wolfsburg,€2.5M,RB
A. Hruška,Czech Republic,72,Viktoria Plze?,€1.8M,GK
M. Zeman,Czech Republic,72,Viktoria Plze?,€3M,LM
R. ?ezník,Czech Republic,72,Viktoria Plze?,€2.4M,RCB
R. Thelander,Denmark,72,Vitesse,€2.7M,CB
B. Linssen,Netherlands,72,Vitesse,€3.3M,LW
M. van der Werff,Netherlands,72,Vitesse,€2.4M,RCB
Pimentiscinho,Brazil,72,Vitória,€2.3M,LDM
Cristian Lodeira,Brazil,72,Vitória,€3.4M,ST
Josué da Feira,Brazil,72,Vitória,€3.4M,ST
Rúben Micael,Portugal,72,Vitória de Setúbal,€2.7M,CM
Vasco Fernandes,Portugal,72,Vitória de Setúbal,€2.1M,LCB
Dankler,Brazil,72,Vitória de Setúbal,€3.1M,RCB
João Afonso,Portugal,72,Vitória Guimarães,€2.5M,CB
Rafa Soares,Portugal,72,Vitória Guimarães,€3.9M,LB
O. John,Netherlands,72,Vitória Guimarães,€3.3M,LM
J. Tallo,Ivory Coast,72,Vitória Guimarães,€4.1M,ST
T. Suši?,Bosnia Herzegovina,72,VVV-Venlo,€3.8M,LCM
G. Barry,England,72,West Bromwich Albion,€425K,CDM
C. Brunt,Northern Ireland,72,West Bromwich Albion,€1.8M,CM
J. Morrison,Scotland,72,West Bromwich Albion,€2.4M,LCM
J. Risdon,Australia,72,Western Sydney Wanderers,€3.2M,RB
J. Windass,England,72,Wigan Athletic,€4.3M,CAM
N. Powell,England,72,Wigan Athletic,€4.1M,CAM
J. Ruddy,England,72,Wolverhampton Wanderers,€1.9M,GK
A. Büyük,Turkey,72,Yeni Malatyaspor,€2.9M,LM
O. ?i?mano?lu,Germany,72,Yeni Malatyaspor,€3.2M,ST
O. Boumal,Cameroon,72,Yokohama F. Marinos,€3.1M,RM
V. Granat,Russia,72,,€0,CB
A. Silbeira,Paraguay,72,,€0,GK
D. Dibusz,Hungary,72,,€0,GK
B. Caicedo,Ecuador,72,,€0,LB
W. Ángel,Venezuela,72,,€0,LCB
A. Fiola,Hungary,72,,€0,RB
B. Méndez,Uruguay,72,,€0,RCB
P. Da Silva,Paraguay,72,,€0,RCB
D. Gonzo,Paraguay,72,,€0,RM
R. Varga,Hungary,72,,€0,RW
Y. Ouattara,Ivory Coast,72,,€0,RW
F. Sørensen,Denmark,73,1. FC Köln,€4.2M,CB
R. Czichos,Germany,73,1. FC Köln,€3.2M,LCB
C. Clemens,Germany,73,1. FC Köln,€4.3M,RM
S. Zoller,Germany,73,1. FC Köln,€4.3M,ST
C. Mathenia,Germany,73,1. FC Nürnberg,€3.5M,GK
T. Leibold,Germany,73,1. FC Nürnberg,€4.2M,LB
M. Ishak,Sweden,73,1. FC Nürnberg,€5M,ST
R. Gikiewicz,Poland,73,1. FC Union Berlin,€2.6M,GK
K. Reichel,Germany,73,1. FC Union Berlin,€2.6M,LB
N. Bungert,Germany,73,1. FSV Mainz 05,€2.7M,CB
G. Bussmann,France,73,1. FSV Mainz 05,€3.3M,LB
M. Niakhaté,France,73,1. FSV Mainz 05,€4.8M,LCB
A. Maxim,Romania,73,1. FSV Mainz 05,€4.2M,LM
G. Donati,Italy,73,1. FSV Mainz 05,€3.2M,RB
J. Mateta,France,73,1. FSV Mainz 05,€7M,RS
A. Ujah,Nigeria,73,1. FSV Mainz 05,€4.3M,ST
J. Lewis,England,73,Aberdeen,€2.6M,GK
R. Nouri,France,73,AC Ajaccio,€2.4M,LM
W. Kanon,Ivory Coast,73,ADO Den Haag,€4.4M,LCB
R. Kishna,Netherlands,73,ADO Den Haag,€5M,LW
A. Bakasetas,Greece,73,AEK Athens,€5M,CAM
Hélder Lopes,Portugal,73,AEK Athens,€3M,LB
Rodrigo Galo,Brazil,73,AEK Athens,€2.6M,RB
P. Karlsson,Sweden,73,AIK,€2.3M,CB
T. Elyounoussi,Norway,73,AIK,€3.9M,LM
S. Larsson,Sweden,73,AIK,€2.3M,RCM
R. Philippoteaux,France,73,AJ Auxerre,€3.8M,LM
M. Wöber,Austria,73,Ajax,€5M,CB
K. Lamprou,Greece,73,Ajax,€3.2M,GK
A. Regattin,Morocco,73,Akhisar Belediyespor,€4.3M,LM
Y. Seleznyov,Ukraine,73,Akhisar Belediyespor,€3.2M,ST
M. Hawsawi,Saudi Arabia,73,Al Ahli,€4.2M,CB
M. Aguirregaray,Uruguay,73,Al Fateh,€3M,RB
J. Gómez,Argentina,73,Al Fayha,€4M,CAM
N. Al Abed,Saudi Arabia,73,Al Hilal,€4M,LM
S. Al Dawsari,Saudi Arabia,73,Al Hilal,€4.3M,LM
Botía,Spain,73,Al Hilal,€3.1M,RCB
G. Rivas,Venezuela,73,Al Hilal,€4M,ST
Valdivia,Brazil,73,Al Ittihad,€5.5M,CAM
Élton,Brazil,73,Al Qadisiyah,€3.1M,RW
J. Al Hussien,Syria,73,Al Taawoun,€1.8M,CAM
T. Al Jassam,Saudi Arabia,73,Al Wehda,€2.3M,CAM
Marcos Guilherme,Brazil,73,Al Wehda,€5.5M,RM
Djalma,Angola,73,Alanyaspor,€3.5M,LM
M. Demiral,Turkey,73,Alanyaspor,€5.5M,RCB
Jaim Abra,Brazil,73,América FC (Minas Gerais),€2.8M,GK
Douglas Armeira,Brazil,73,América FC (Minas Gerais),€3.4M,RB
B. Dibassy,Mali,73,Amiens SC,€3.2M,LB
V. Pajot,France,73,Angers SCO,€4.1M,CM
H. Manzala,DR Congo,73,Angers SCO,€5.5M,LM
L. Pisculichi,Argentina,73,Argentinos Juniors,€2M,CAM
Gabriel Silva,Brazil,73,AS Saint-Étienne,€3.7M,LB
K. Monnet-Paquet,France,73,AS Saint-Étienne,€3.9M,LM
L. Diony,France,73,AS Saint-Étienne,€5M,LM
M. Jedinák,Australia,73,Aston Villa,€1.6M,CDM
J. McGinn,Scotland,73,Aston Villa,€5.5M,RCM
A. Traoré,Burkina Faso,73,Atiker Konyaspor,€3.9M,CAM
U. Demirok,Turkey,73,Atiker Konyaspor,€3.1M,LCB
N. Skubic,Slovenia,73,Atiker Konyaspor,€3M,RB
F. Diagne,Senegal,73,Atiker Konyaspor,€3.2M,RCB
B. Guzan,United States,73,Atlanta United,€2M,GK
E. Barco,Argentina,73,Atlanta United,€8.5M,LM
D. Nagbe,United States,73,Atlanta United,€4.1M,RDM
S. Cárdenas,Colombia,73,Atlético Bucaramanga,€4M,CAM
M. Rangel,Colombia,73,Atlético Bucaramanga,€4.3M,ST
G. Banguera,Colombia,73,Atlético Huila,€4.7M,GK
Freder Cabral,Brazil,73,Atlético Mineiro,€2.8M,GK
Ailton Valpaços,Brazil,73,Atlético Mineiro,€3.5M,LCB
Michel Cruceiro,Brazil,73,Atlético Mineiro,€3.5M,LDM
Evandro Rochedo,Brazil,73,Atlético Mineiro,€2.1M,ST
F. Monetti,Argentina,73,Atlético Nacional,€3.2M,GK
D. Braghieri,Argentina,73,Atlético Nacional,€2.7M,LCB
F. Aguilar,Colombia,73,Atlético Nacional,€4.8M,RCB
Luis Couprins,Brazil,73,Atlético Paranaense,€3M,RDM
B. Bianchi,Argentina,73,Atlético Tucumán,€3.1M,RCB
S. Wuytens,Belgium,73,AZ Alkmaar,€3.2M,CB
M. Vejinovi?,Netherlands,73,AZ Alkmaar,€4M,CM
B. Johnsen,Norway,73,AZ Alkmaar,€4.8M,LS
R. van Rhijn,Netherlands,73,AZ Alkmaar,€3.7M,RB
Pietrson Mendes,Brazil,73,Bahia,€2M,CAM
Marcos Paneira,Brazil,73,Bahia,€3M,LDM
Juli Piresinho,Brazil,73,Bahia,€2.9M,RB
N. Uysal,Turkey,73,Be?ikta? JK,€3.9M,RCB
C. Rigamonti,Argentina,73,Belgrano de Córdoba,€2.4M,GK
Paulinho,Brazil,73,BK Häcken,€3.1M,LW
Bracali,Brazil,73,Boavista FC,€270K,GK
E. Reynoso,Argentina,73,Boca Juniors,€5.5M,CM
G. Peruzzi,Argentina,73,Boca Juniors,€4.1M,RB
I. Mbaye,Senegal,73,Bologna,€4.7M,RB
F. Mattiello,Italy,73,Bologna,€5.5M,RM
R. Orsolini,Italy,73,Bologna,€7M,RW
Paolito Serra,Brazil,73,Botafogo,€3.5M,LCB
D. Brooks,Wales,73,Bournemouth,€7M,RM
S. March,England,73,Brighton & Hove Albion,€5M,CAM
M. Suttner,Austria,73,Brighton & Hove Albion,€2.6M,LB
E. Schelotto,Italy,73,Brighton & Hove Albion,€3M,RB
F. Diedhiou,Senegal,73,Bristol City,€5M,LS
S. Tibbling,Sweden,73,Brøndby IF,€5.5M,LCM
K. Wilczek,Poland,73,Brøndby IF,€3.9M,RS
S. von Bergen,Switzerland,73,BSC Young Boys,€950K,LCB
R. Assalé,Ivory Coast,73,BSC Young Boys,€5.5M,RS
K. Long,Republic of Ireland,73,Burnley,€3.4M,LCB
H. Saivet,Senegal,73,Bursaspor,€4.1M,CM
B. Stancu,Romania,73,Bursaspor,€3.6M,ST
Juan Villar,Spain,73,CA Osasuna,€3.8M,RM
Cifuentes,Spain,73,Cádiz CF,€270K,GK
Salvi Sánchez,Spain,73,Cádiz CF,€4.2M,RM
Diego Farías,Brazil,73,Cagliari,€4.1M,CF
M. Sau,Italy,73,Cagliari,€3.9M,ST
A. Smithies,England,73,Cardiff City,€3.3M,GK
N. Etheridge,Philippines,73,Cardiff City,€3.3M,GK
A. Gunnarsson,Iceland,73,Cardiff City,€3.1M,RCM
B. Reid,England,73,Cardiff City,€5.5M,ST
Z. Machach,France,73,Carpi,€5.5M,CAM
Nildo Petrolina,Brazil,73,CD Aves,€3.1M,LW
Carlos Ponck,Cape Verde,73,CD Aves,€4.5M,RCB
Amilton,Brazil,73,CD Aves,€4M,RW
Caio Secco,Brazil,73,CD Feirense,€3.2M,GK
Edinho,Portugal,73,CD Feirense,€1.8M,ST
Raul García,Spain,73,CD Leganés,€3M,LB
M. Santos,Uruguay,73,CD Leganés,€5M,ST
Miguel Vieira,Portugal,73,CD Lugo,€3.8M,RCB
F. Tissone,Argentina,73,CD Nacional,€2.7M,CDM
Marc Mateu,Spain,73,CD Numancia,€4M,LB
Aitor Sanz,Spain,73,CD Tenerife,€1.6M,CDM
Luis Milla,Spain,73,CD Tenerife,€4.8M,RCM
F. Manríquez,Chile,73,CD Universidad de Concepción,€1.9M,LCM
K. Ajer,Norway,73,Celtic,€5.5M,CB
O. Ntcham,France,73,Celtic,€6M,CM
R. Christie,Scotland,73,Celtic,€5.5M,LCM
O. Edouard,France,73,Celtic,€7M,ST
Edgar Badía,Spain,73,CF Reus Deportiu,€3.6M,GK
Nivo Serpinho,Brazil,73,Chapecoense,€1.6M,GK
Oswaldito Cuba,Brazil,73,Chapecoense,€1.1M,LB
Benjamin Meseira,Brazil,73,Chapecoense,€1.1M,RB
B. Cesar,Slovenia,73,Chievo Verona,€950K,CB
F. Barba,Italy,73,Chievo Verona,€4.7M,LB
M. St?pi?ski,Poland,73,Chievo Verona,€5.5M,LS
F. Cacciatore,Italy,73,Chievo Verona,€2.6M,RB
E. Álvarez,Mexico,73,Club América,€4.7M,CB
J. Ménez,France,73,Club América,€3.6M,ST
O. Gonzalez,United States,73,Club Atlas,€3.1M,RCB
L. Pocrnjic,Argentina,73,Club Atlético Aldosivi,€550K,GK
I. Arboleda,Colombia,73,Club Atlético Banfield,€4.1M,GK
L. Burián,Uruguay,73,Club Atlético Colón,€1.6M,GK
G. Toledo,Argentina,73,Club Atlético Colón,€3.2M,RB
S. Salcedo,Paraguay,73,Club Atlético Huracán,€4.9M,RCB
L. Gamba,Argentina,73,Club Atlético Huracán,€3.6M,RS
S. Ribas,Uruguay,73,Club Atlético Lanús,€3.9M,LS
J. Gómez,Argentina,73,Club Atlético Lanús,€4.5M,RB
J. Gandolfi,Argentina,73,Club Atlético Talleres,€550K,CB
J. Ramírez,Argentina,73,Club Atlético Talleres,€4.8M,LW
W. Montillo,Argentina,73,Club Atlético Tigre,€2M,CAM
S. Prediger,Argentina,73,Club Atlético Tigre,€2.7M,LDM
D. Vera,Uruguay,73,Club Atlético Tigre,€2.5M,ST
M. Mitrovi?,Croatia,73,Club Brugge KV,€4.5M,CB
S. Amrabat,Morocco,73,Club Brugge KV,€5.5M,CM
S. Schrijvers,Belgium,73,Club Brugge KV,€5.5M,RS
K. Rezaei,Iran,73,Club Brugge KV,€4.9M,ST
W. González,Paraguay,73,Club León,€6M,ST
B. Fernández,Argentina,73,Club Necaxa,€5.5M,ST
M. Bolaños,Ecuador,73,Club Tijuana,€4M,RS
J. Lucero,Argentina,73,Club Tijuana,€4.8M,ST
Rúben Ferreira,Portugal,73,Clube Sport Marítimo,€3.2M,LB
J. Barroso,Argentina,73,Colo-Colo,€1.6M,CB
C. Carmona,Chile,73,Colo-Colo,€2.7M,CDM
E. Pavez,Chile,73,Colo-Colo,€4M,CM
D. Pérez,Argentina,73,Colo-Colo,€3M,LB
O. Opazo,Chile,73,Colo-Colo,€4.2M,LB
J. Valdés,Chile,73,Colo-Colo,€1.3M,RCM
W. Trapp,United States,73,Columbus Crew SC,€4.3M,CDM
H. Afful,Ghana,73,Columbus Crew SC,€2.2M,RB
G. Zardes,United States,73,Columbus Crew SC,€4.8M,ST
Édundo Oliveira,Brazil,73,Cruzeiro,€3.5M,LCB
J. Riedewald,Netherlands,73,Crystal Palace,€4.9M,CDM
J. Schlupp,Ghana,73,Crystal Palace,€4.1M,LB
J. Ward,England,73,Crystal Palace,€3.2M,RB
B. Hamid,United States,73,DC United,€3.4M,GK
Y. Asad,Argentina,73,DC United,€5.5M,LM
J. Gutiérrez,Argentina,73,Defensa y Justicia,€1.9M,CM
L. Bustamante,Argentina,73,Deportes Iquique,€3.1M,CAM
N. Benedetti,Colombia,73,Deportivo Cali,€7M,CAM
Alex Bergantiños,Spain,73,Deportivo de La Coruña,€1.6M,CDM
Bóveda,Spain,73,Deportivo de La Coruña,€3M,RB
C. Santos,Venezuela,73,Deportivo de La Coruña,€3.9M,ST
F. Tobio,Argentina,73,Deportivo Toluca,€3.6M,LCB
A. Ríos,Mexico,73,Deportivo Toluca,€3.1M,RCM
T. Huddlestone,England,73,Derby County,€2.7M,CDM
S. Carson,England,73,Derby County,€2.3M,GK
J. Marié,France,73,Dijon FCO,€4.6M,CM
W. Saïd,France,73,Dijon FCO,€5.5M,LM
F. Chafik,Morocco,73,Dijon FCO,€2.6M,RB
